studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments
PAL0809,47,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N11A1,No,11/9/08,45.5,13.9,210.0,4200.0,FEMALE,8.47829,-26.61788,
PAL0809,48,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N11A2,No,11/9/08,50.5,15.9,225.0,5400.0,MALE,8.65803,-26.57585,
PAL0809,49,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N12A1,Yes,11/2/08,44.9,13.3,213.0,5100.0,FEMALE,8.45167,-26.89644,
PAL0809,50,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N12A2,Yes,11/2/08,45.2,15.8,215.0,5300.0,MALE,8.55868,-26.67799,
PAL0809,51,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,11/4/08,46.6,14.2,210.0,4850.0,FEMALE,8.38289,-26.86352,
PAL0809,52,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,11/4/08,48.5,14.1,220.0,5300.0,MALE,8.39867,-26.79358,
PAL0809,53,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,11/4/08,45.1,14.4,210.0,4400.0,FEMALE,8.51951,-27.01854,
PAL0809,54,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,11/4/08,50.1,15.0,225.0,5000.0,MALE,8.50153,-26.61414,
PAL0809,55,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,11/4/08,46.5,14.4,217.0,4900.0,FEMALE,8.48789,-26.83006,
PAL0809,56,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,11/4/08,45.0,15.4,220.0,5050.0,MALE,8.63488,-26.75621,
PAL0809,57,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N16A1,Yes,11/3/08,43.8,13.9,208.0,4300.0,FEMALE,8.58319,-26.84415,
PAL0809,58,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N16A2,Yes,11/3/08,45.5,15.0,220.0,5000.0,MALE,8.63604,-26.7489,
PAL0809,59,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N17A1,Yes,11/6/08,43.2,14.5,208.0,4450.0,FEMALE,8.48367,-26.86485,
PAL0809,60,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N17A2,Yes,11/6/08,50.4,15.3,224.0,5550.0,MALE,8.74647,-26.79846,
PAL0809,61,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,11/3/08,45.3,13.8,208.0,4200.0,FEMALE,8.65015,-26.79053,
PAL0809,62,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,11/3/08,46.2,14.9,221.0,5300.0,MALE,8.60092,-26.84374,
PAL0809,63,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,11/13/08,45.7,13.9,214.0,4400.0,FEMALE,8.6287,-26.60484,
PAL0809,64,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,11/13/08,54.3,15.7,231.0,5650.0,MALE,8.49662,-26.84166,
PAL0809,65,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,11/4/08,45.8,14.2,219.0,4700.0,FEMALE,8.60447,-26.61601,
PAL0809,66,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,11/4/08,49.8,16.8,230.0,5700.0,MALE,8.47067,-26.69166,
PAL0809,67,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N51A1,Yes,11/9/08,46.2,14.4,214.0,4650.0,,8.24253,-26.8154,
PAL0809,68,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N51A2,Yes,11/9/08,49.5,16.2,229.0,5800.0,MALE,8.49854,-26.74809,
PAL0809,69,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N53A1,Yes,11/13/08,43.5,14.2,220.0,4700.0,FEMALE,8.64931,-26.68867,
PAL0809,70,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N53A2,Yes,11/13/08,50.7,15.0,223.0,5550.0,MALE,8.63551,-26.74249,
PAL0809,71,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N54A1,Yes,11/3/08,47.7,15.0,216.0,4750.0,FEMALE,8.53018,-26.72751,
PAL0809,72,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N54A2,Yes,11/3/08,46.4,15.6,221.0,5000.0,MALE,8.35078,-26.70783,
PAL0809,73,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N55A1,Yes,11/9/08,48.2,15.6,221.0,5100.0,MALE,8.24651,-26.66958,
PAL0809,74,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N55A2,Yes,11/9/08,46.5,14.8,217.0,5200.0,FEMALE,8.58487,-26.5929,
PAL0809,75,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N56A1,Yes,11/6/08,46.4,15.0,216.0,4700.0,FEMALE,8.47938,-26.9547,
PAL0809,76,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N56A2,Yes,11/6/08,48.6,16.0,230.0,5800.0,MALE,8.5964,-26.71199,
PAL0809,77,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N58A1,Yes,11/6/08,47.5,14.2,209.0,4600.0,FEMALE,8.39299,-26.78733,
PAL0809,78,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N58A2,Yes,11/6/08,51.1,16.3,220.0,6000.0,MALE,8.40327,-26.76821,
PAL0809,79,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N60A1,Yes,11/9/08,45.2,13.8,215.0,4750.0,FEMALE,8.24694,-26.65359,
PAL0809,80,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N60A2,Yes,11/9/08,45.2,16.4,223.0,5950.0,MALE,8.19749,-26.65931,
PAL0910,81,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N1A1,Yes,11/18/09,49.1,14.5,212.0,4625.0,FEMALE,8.35802,-26.2766,
PAL0910,82,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N1A2,Yes,11/18/09,52.5,15.6,221.0,5450.0,MALE,8.28601,-26.27573,
PAL0910,83,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N6A1,Yes,11/15/09,47.4,14.6,212.0,4725.0,FEMALE,8.19101,-26.24369,
PAL0910,84,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N6A2,Yes,11/15/09,50.0,15.9,224.0,5350.0,MALE,8.20042,-26.39677,
PAL0910,85,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N8A1,Yes,11/22/09,44.9,13.8,212.0,4750.0,FEMALE,8.11238,-26.20372,
PAL0910,86,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N8A2,Yes,11/22/09,50.8,17.3,228.0,5600.0,MALE,8.27428,-26.30019,
PAL0910,87,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N13A1,Yes,11/20/09,43.4,14.4,218.0,4600.0,FEMALE,8.23468,-26.18599,
PAL0910,88,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N13A2,Yes,11/20/09,51.3,14.2,218.0,5300.0,MALE,8.15426,-26.3433,
PAL0910,89,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N14A1,Yes,11/25/09,47.5,14.0,212.0,4875.0,FEMALE,8.12691,-26.23613,
PAL0910,90,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N14A2,Yes,11/25/09,52.1,17.0,230.0,5550.0,MALE,8.27595,-26.11657,
PAL0910,91,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N15A1,Yes,11/25/09,47.5,15.0,218.0,4950.0,FEMALE,8.29671,-26.08547,
PAL0910,92,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N15A2,Yes,11/25/09,52.2,17.1,228.0,5400.0,MALE,8.36701,-25.89834,
PAL0910,93,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N18A1,Yes,12/1/09,45.5,14.5,212.0,4750.0,FEMALE,8.15566,-26.22848,
PAL0910,94,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N18A2,Yes,12/1/09,49.5,16.1,224.0,5650.0,MALE,8.83352,-25.69195,
PAL0910,95,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N19A1,Yes,11/27/09,44.5,14.7,214.0,4850.0,FEMALE,8.20106,-26.16524,
PAL0910,96,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N19A2,Yes,11/27/09,50.8,15.7,226.0,5200.0,MALE,8.27102,-26.11244,
PAL0910,97,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N20A1,Yes,11/18/09,49.4,15.8,216.0,4925.0,MALE,8.03624,-26.06594,
PAL0910,98,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N20A2,Yes,11/18/09,46.9,14.6,222.0,4875.0,FEMALE,7.8881,-26.04726,
PAL0910,99,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N21A1,Yes,11/18/09,48.4,14.4,203.0,4625.0,FEMALE,8.16582,-26.13971,
PAL0910,100,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N21A2,Yes,11/18/09,51.1,16.5,225.0,5250.0,MALE,8.2066,-26.36863,
PAL0910,101,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N22A1,Yes,11/22/09,48.5,15.0,219.0,4850.0,FEMALE,8.10231,-26.18763,
PAL0910,102,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N22A2,Yes,11/22/09,55.9,17.0,228.0,5600.0,MALE,8.3118,-26.35425,
PAL0910,103,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N23A1,Yes,11/18/09,47.2,15.5,215.0,4975.0,FEMALE,8.30817,-26.21651,
PAL0910,104,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N23A2,Yes,11/18/09,49.1,15.0,228.0,5500.0,MALE,8.65914,-25.79203,
PAL0910,105,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N24A1,Yes,12/1/09,47.3,13.8,216.0,4725.0,,8.25818,-26.23886,
PAL0910,106,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N24A2,Yes,12/1/09,46.8,16.1,215.0,5500.0,MALE,8.32359,-26.05756,
PAL0910,107,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N28A1,Yes,11/10/09,41.7,14.7,210.0,4700.0,FEMALE,8.12311,-26.44815,
PAL0910,108,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N28A2,Yes,11/10/09,53.4,15.8,219.0,5500.0,MALE,8.41017,-26.33867,
PAL0910,109,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N29A1,Yes,11/9/09,43.3,14.0,208.0,4575.0,FEMALE,8.4207,-26.38092,
PAL0910,110,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N29A2,Yes,11/9/09,48.1,15.1,209.0,5500.0,MALE,8.45738,-26.22664,
PAL0910,111,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N32A1,Yes,11/20/09,50.5,15.2,216.0,5000.0,FEMALE,8.24691,-26.18466,
PAL0910,112,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N32A2,Yes,11/20/09,49.8,15.9,229.0,5950.0,MALE,8.29226,-26.21019,
PAL0910,113,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N34A1,Yes,11/27/09,43.5,15.2,213.0,4650.0,FEMALE,8.21634,-26.11046,
PAL0910,114,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N34A2,Yes,11/27/09,51.5,16.3,230.0,5500.0,MALE,8.78557,-25.76147,
PAL0910,115,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N35A1,Yes,11/25/09,46.2,14.1,217.0,4375.0,FEMALE,8.30231,-25.96013,
PAL0910,116,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N35A2,Yes,11/25/09,55.1,16.0,230.0,5850.0,MALE,8.08354,-26.18161,
PAL0910,117,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N36A1,Yes,12/1/09,44.5,15.7,217.0,4875.0,.,8.04111,-26.18444,
PAL0910,118,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N36A2,Yes,12/1/09,48.8,16.2,222.0,6000.0,MALE,8.33825,-25.88547,
PAL0910,119,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N38A1,No,12/1/09,47.2,13.7,214.0,4925.0,FEMALE,7.99184,-26.20538,
PAL0910,120,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N38A2,No,12/1/09,,,,,,,,
PAL0910,121,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N39A1,Yes,11/22/09,46.8,14.3,215.0,4850.0,FEMALE,8.41151,-26.13832,
PAL0910,122,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N39A2,Yes,11/22/09,50.4,15.7,222.0,5750.0,MALE,8.30166,-26.04117,
PAL0910,123,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N43A1,Yes,11/22/09,45.2,14.8,212.0,5200.0,FEMALE,8.24246,-26.11969,
PAL0910,124,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",N43A2,Yes,11/22/09,49.9,16.1,213.0,5400.0,MALE,8.3639,-26.15531,
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053708_51198,Yes,11/11/07,44.3,16.2,203.0,5522.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_98880,Yes,11/11/07,38.9,19.9,216.0,3705.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_12683,Yes,11/11/07,42.6,15.8,209.0,3225.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_10743,Yes,11/11/07,40.0,16.7,175.0,4018.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_14795,Yes,11/11/07,37.8,13.4,221.0,5125.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_507,Yes,11/11/07,58.0,20.8,205.0,4196.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_6958,Yes,11/11/07,58.2,20.6,230.0,4466.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_45700,Yes,11/11/07,52.6,14.3,229.0,3614.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_59608,Yes,11/11/07,51.1,18.6,173.0,3768.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_20913,Yes,11/11/07,55.8,15.7,229.0,4460.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_48935,Yes,11/11/07,52.0,13.8,212.0,3296.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_69099,Yes,11/11/07,41.9,21.3,209.0,5855.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_88131,Yes,11/11/07,37.9,20.5,218.0,4860.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_62569,Yes,11/11/07,36.7,20.1,206.0,5539.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_83416,Yes,11/11/07,57.7,16.1,211.0,3769.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_32372,Yes,11/11/07,43.2,19.1,213.0,3968.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_54109,Yes,11/11/07,47.2,15.5,217.0,4172.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_53919,Yes,11/11/07,48.0,14.2,180.0,5928.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_74575,Yes,11/11/07,37.1,17.7,225.0,5917.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_81557,Yes,11/11/07,36.6,17.3,176.0,4204.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_79615,Yes,11/11/07,38.8,15.4,189.0,3366.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_35124,Yes,11/11/07,51.2,14.4,182.0,3298.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_67926,Yes,11/11/07,54.1,18.5,199.0,4648.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_17988,Yes,11/11/07,51.9,14.2,183.0,3363.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_17669,Yes,11/11/07,52.7,14.7,180.0,4112.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_54949,Yes,11/11/07,47.6,14.5,180.0,3826.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_90118,Yes,11/11/07,44.8,18.5,212.0,4461.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_38449,Yes,11/11/07,49.0,15.1,183.0,5390.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_21244,Yes,11/11/07,52.0,18.3,209.0,5381.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_61511,Yes,11/11/07,46.5,17.7,180.0,5017.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_28049,Yes,11/11/07,36.5,18.0,219.0,3324.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_32833,Yes,11/11/07,45.5,18.1,225.0,4853.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_12229,Yes,11/11/07,53.5,18.9,190.0,4933.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_24570,Yes,11/11/07,49.0,15.7,176.0,5558.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_53253,Yes,11/11/07,34.5,17.6,191.0,5559.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053709_96249,Yes,11/11/07,46.6,21.5,213.0,5024.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_10340,Yes,11/11/07,39.6,21.4,212.0,3580.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053709_64347,Yes,11/11/07,58.9,18.2,192.0,5909.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053709_71349,Yes,11/11/07,59.3,18.4,186.0,6001.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_43968,Yes,11/11/07,52.2,15.3,186.0,4756.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_94868,Yes,11/11/07,51.8,18.2,193.0,4308.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_26585,Yes,11/11/07,48.5,18.0,185.0,6263.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_78851,Yes,11/11/07,40.0,14.0,192.0,2861.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_11291,Yes,11/11/07,45.5,19.3,229.0,5334.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_33930,Yes,11/11/07,45.4,18.0,219.0,6263.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_75775,Yes,11/11/07,48.8,15.1,194.0,2943.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053710_12662,Yes,11/11/07,37.7,19.6,182.0,4964.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_77450,Yes,11/11/07,43.2,15.5,215.0,2961.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_56249,Yes,11/11/07,38.1,14.6,174.0,2799.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_48642,Yes,11/11/07,56.0,15.8,204.0,3828.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053710_83655,Yes,11/11/07,44.8,15.5,222.0,5444.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053710_60803,Yes,11/11/07,47.5,18.5,183.0,3134.0,MALE,,,Not enough blood for isotopes.
